"downcast","hour","min","sec","s/1000","H1","H2","H3","H5a","H5b","H6","H7","H7*","H8","H9","H9*","H10","H11","H13","H14","H15","VSH","Annatiara","R1","R2","R3","r4-aegina","R5","Doliolids","Appendicularians","App in Hse","MUAT","LEMU","SPKO","Si 2 Eu","NABI","AGEL","COOR"
22,0,25,25,815,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,25,988,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,26,46,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,26,450,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,26,623,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,26,739,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,26,796,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,27,143,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,
22,0,25,27,200,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,27,489,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
22,0,25,27,778,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,12,771,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
22,0,25,13,926,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
22,0,25,15,80,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
22,0,25,16,234,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
22,0,25,18,485,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
22,0,25,19,639,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
22,0,25,20,794,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
22,0,25,23,102,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
22,0,25,25,411,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
22,0,25,27,836,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,28,470,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,28,643,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,28,701,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,28,874,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,28,932,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
22,0,25,28,990,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,29,47,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,29,105,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,29,278,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
22,0,25,29,336,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
22,0,25,29,509,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,29,567,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,
22,0,25,29,625,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,29,740,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
22,0,25,29,798,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,25,29,971,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
